"club_name","player_name","age","position","club_involved_name","fee","transfer_movement","transfer_period","fee_cleaned","league_name","year","season","country"
"Al-Hilal SFC","Ki-hyeon Seol",30,"Right Winger","Fulham","End of loanJun 30, 2009","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Najran SC","Cédric Kisamba",24,"Central Midfield","LB Châteauroux","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Najran SC","Turki Al-Thagafi",30,"Attacking Midfield","Al-Ahli","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Najran SC","Anas Bani Yassen",20,"Centre-Back","Al-Arabi Irbid","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Najran SC","Ahmad Al-Ajmi",NA,"Defence","Al-Fateh","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Najran SC","Juliano Mineiro",24,"Attacking Midfield","Nacional","loan transfer","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Najran SC","Ali Al-Turki",20,"Right Midfield","Al-Taawoun","free transfer","out","Summer",0,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Najran SC","Ali Al-Sagour",20,"Centre-Back","Al-Ahli","?","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Najran SC","Awad Al-Otabi",NA,"Attack","Al-Nassr","?","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Najran SC","Abdelfatha Safi",28,"Attacking Midfield","Al-Salmiya SC","?","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Najran SC","Abdelfattah Safi",28,"Midfield","Al-Salmiya SC","?","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Qadsiah FC","Ali Al-Abdali",30,"Right-Back","Al-Raed","free transfer","in","Summer",0,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Qadsiah FC","Mohamad Labib",22,"Centre-Forward","Ittihad Club","free transfer","in","Summer",0,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Qadsiah FC","Rubén Gigena",28,"Centre-Forward","Audax Italiano","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Qadsiah FC","Juan Comínges",25,"Left Midfield","José Gálvez","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Qadsiah FC","Mohamed Hubail",28,"Central Midfield","Al-Ahli Club","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Qadsiah FC","Nelson Figueredo",24,"Centre-Back","3 de Febrero","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Qadsiah FC","Said Al-Shoon",25,"Defence","Kazma SC","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Qadsiah FC","Fahad Al-Shammari",28,"Goalkeeper","Al-Hilal","loan transfer","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Qadsiah FC","Ibrahim Kabie",NA,"Defence","Unknown","loan transfer","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Qadsiah FC","Mohammed Al-Sahlawi",22,"Centre-Forward","Al-Nassr","€654k","out","Summer",0.654,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Raed SFC","Hatem Aqel",31,"Centre-Back","Al-Faisaly SC","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Raed SFC","Abdullah Haidar",24,"Defensive Midfield","Ittihad Club","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Raed SFC","Abdulmajeed Abdullah Al-Ruwaili",22,"Central Midfield","Al-Orobah FC","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Raed SFC","Serginho",35,"Centre-Forward","Al-Gharafa Res.","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Raed SFC","Sedonoune Janvier Abouta",28,"Centre-Forward","Djoliba AC","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Raed SFC","Zakaria Aboub",28,"Midfield","Difaâ El Jadida","-","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Raed SFC","Leandro Sena",32,"Central Midfield","Alecrim","free transfer","out","Summer",0,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Raed SFC","Ali Al-Abdali",30,"Right-Back","Al-Qadsiah FC","free transfer","out","Summer",0,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Raed SFC","Zakaria Aboub",29,"Midfield","Raja Casablanca","?","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Raed SFC","Felipe",29,"Attacking Midfield","Al-Wehda","loan transfer","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Raed SFC","Ahmad Najr Al-Harbi",27,"Midfield","Without Club","-","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Raed SFC","Khaled Shrahili",22,"Goalkeeper","Al-Hilal","End of loanJun 30, 2009","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Nassr FC","Víctor Figueroa",25,"Right Winger","Chacarita Jrs.","€1.75m","in","Summer",1.75,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Nassr FC","Chun-soo Lee",27,"Second Striker","Feyenoord","€800k","in","Summer",0.8,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Nassr FC","Hussein Abdulghani",32,"Left-Back","Xamax","€700k","in","Summer",0.7,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Nassr FC","Mohammed Al-Sahlawi",22,"Centre-Forward","Al-Qadsiah FC","€654k","in","Summer",0.654,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Nassr FC","Ahmad Abbas",23,"Defensive Midfield","Abha","free transfer","in","Summer",0,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Nassr FC","Kameel Webary",23,"Goalkeeper","Unknown","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Nassr FC","Abdullah Al-Enezi",18,"Goalkeeper","Unknown","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Nassr FC","Ibrahim Ghaleb",18,"Central Midfield","Unknown","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Nassr FC","Saud Hamoud",19,"Second Striker","Unknown","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Nassr FC","Khaled Al-Zylaeei",22,"Right Winger","Abha","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Nassr FC","Abdoh Bernaoy",25,"Left-Back","Al-Faisaly FC","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Nassr FC","Saleh Sadeeq",NA,"Defence","Unknown","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Nassr FC","Abdullah Al-Garni",21,"Centre-Back","Unknown","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Nassr FC","Awad Al-Otabi",NA,"Attack","Najran SC","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Nassr FC","Rayan Belal",20,"Centre-Forward","Ohod Club","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Nassr FC","Mohammed Al-Shahrani",28,"Centre-Forward","Al-Ettifaq","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Nassr FC","Ahmad Al-Dokhi",32,"Right-Back","Qatar SC","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Nassr FC","Shaye Sharahili",19,"Defensive Midfield","Al-Nassr FC U23","-","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Nassr FC","Mohammed Al-Gizani",19,"Right-Back","Al-Hilal","-","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Nassr FC","Abdulaziz Hosawi",18,"Midfield","Al-Nassr FC U23","-","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Nassr FC","Élton",23,"Attacking Midfield","Fortaleza","free transfer","out","Summer",0,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Nassr FC","Ahmad Al-Hderme",20,"Attack","Al-Fateh","?","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Nassr FC","Mohammed Al-Shahrani",27,"Centre-Forward","Al-Ettifaq","?","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Nassr FC","Mohamad Sharifi",30,"Goalkeeper","Al-Fateh","?","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Nassr FC","Abdullah Al-Waked",33,"Central Midfield","Retired","-","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Nassr FC","Chun-soo Lee",28,"Second Striker","Without Club","-","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Nassr FC","Mehdi Shiri",31,"Central Midfield","Bargh Shiraz FC","End of loanJun 30, 2009","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Ahli SFC","Javier Toledo",23,"Centre-Forward","Chacarita Jrs.","free transfer","in","Summer",0,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Ahli SFC","Sebastián Rusculleda",24,"Left Midfield","Tigre","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Ahli SFC","Ali Al-Sagour",20,"Centre-Back","Najran SC","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Ahli SFC","Ahmed Kano",24,"Central Midfield","Al-Sailiya SC","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Ahli SFC","Faisal Maodah",18,"Left-Back","Al-Ahli U23","-","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Ahli SFC","Rabi Al-Mousa",24,"Right-Back","Al-Taawoun","End of loanJun 30, 2009","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Ahli SFC","Rabi Al-Mousa",24,"Right-Back","Al-Faisaly FC","free transfer","out","Summer",0,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Ahli SFC","Ibrahima Gueyé",31,"Centre-Back","KSC Lokeren","?","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Ahli SFC","Turki Al-Thagafi",30,"Attacking Midfield","Najran SC","?","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Ahli SFC","Abdo Al-Basisi",31,"Goalkeeper","Al-Ansar","?","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Ahli SFC","Hussain Al-Absi",21,"Attack","Unknown","?","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Ahli SFC","Hassan Al Yamahi",24,"Defence","Retired","-","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Ahli SFC","Walid Soliman",24,"Right Winger","Petrojet","End of loanJun 30, 2009","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Ahli SFC","Youcef Saïbi",26,"Centre-Forward","USM El Harrach","End of loanJun 30, 2009","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Ahli SFC","Baha'a Abdulrahman",22,"Defensive Midfield","Al-Faisaly SC","End of loanJun 30, 2009","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Wehda FC","Rafik Abdessamad",27,"Left Midfield","Wydad AC","€500k","in","Summer",0.5,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Wehda FC","Abdulaziz Al-Khathran",35,"Defensive Midfield","Al-Hilal","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Wehda FC","Marzouq Al-Otaibi",33,"Centre-Forward","Ittihad Club","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Wehda FC","Felipe",29,"Attacking Midfield","Al-Raed","loan transfer","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Wehda FC","Ibrahim Al-Zubaidi",20,"Left-Back","Al-Wehda FC U23","-","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Wehda FC","Essa Al-Mehyani",26,"Centre-Forward","Al-Hilal","?","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Wehda FC","Mejdi Traoui",25,"Central Midfield","RB Salzburg","End of loanJun 30, 2009","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Wehda FC","Amir Akrout",26,"Centre-Forward","Stade Tunisien","End of loanJun 30, 2009","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Shabab FC","Flávio",29,"Centre-Forward","El Ahly","€2.75m","in","Summer",2.75,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Shabab FC","Adam Griffiths",29,"Centre-Back","Gold Coast Utd.","€650k","in","Summer",0.65,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Shabab FC","Husain Ali Baba",27,"Centre-Back","Al-Salmiya SC","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Shabab FC","Tareq Al Tayeb",32,"Attacking Midfield","Al-Hilal","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Shabab FC","Nawaf Al-Shuweir",17,"Central Midfield","Al-Fayha","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Shabab FC","Youssef Al-Salem",24,"Centre-Forward","Al-Ettifaq","?","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Shabab FC","Talal Al-Bloushi",23,"Defensive Midfield","Al-Sadd SC","?","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Shabab FC","Flávio",30,"Centre-Forward","Al-Kharaitiyat","loan transfer","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Shabab FC","Ahmad Al-Azemi",25,"Centre-Forward","Qadsia SC","End of loanJun 30, 2009","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Hazem SC","Hamad Al-Eissa",27,"Centre-Back","Ittihad Club","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Hazem SC","Mohammad Ameen",29,"Midfield","Ittihad Club","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Hazem SC","Mohamad Roubize",23,"Central Midfield","Al-Ettifaq","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Hazem SC","Bashar Bani Yaseen",32,"Defence","Al-Jazeera Club","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Hazem SC","Zain Al-Abdeen",21,"Midfield","Unknown","?","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Hazem SC","Karim Eddafi",26,"Left Midfield","Al-Merrikh SC","?","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Hazem SC","Kodjo Afanou",31,"Centre-Back","Retired","-","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Ittihad Club","Amine Chermiti",21,"Centre-Forward","Hertha BSC","Loan fee:€900k","in","Summer",0.9,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Ittihad Club","Rashed Al Rahab",25,"Right-Back","Al-Ettifaq","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Ittihad Club","Ali Al-Zubaidi",22,"Defensive Midfield","Ittihad C. U23","-","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Ittihad Club","Renato Cajá",24,"Attacking Midfield","Grêmio","free transfer","out","Summer",0,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Ittihad Club","Naif Al-Balawi",23,"Centre-Forward","Al-Ansar","free transfer","out","Summer",0,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Ittihad Club","Mohamad Labib",22,"Centre-Forward","Al-Qadsiah FC","free transfer","out","Summer",0,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Ittihad Club","Hamad Al-Eissa",27,"Centre-Back","Al-Hazem","?","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Ittihad Club","Mohammad Ameen",29,"Midfield","Al-Hazem","?","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Ittihad Club","Marzouq Al-Otaibi",33,"Centre-Forward","Al-Wehda","?","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Ittihad Club","Abdullah Haidar",24,"Defensive Midfield","Al-Raed","?","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Ittihad Club","Mazin Ahmed Al-Huthayfi",24,"Left Winger","Hampton & Rich.","loan transfer","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Ittihad Club","Ibrahim Suwayed",34,"Right Midfield","Retired","-","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Ettifaq FC","Youssef Al-Salem",24,"Centre-Forward","Al-Shabab","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Ettifaq FC","Mohammed Al-Shahrani",27,"Centre-Forward","Al-Nassr","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Ettifaq FC","Khalifa Ayil Al-Naufli",25,"Centre-Back","Al-Sadd SC","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Ettifaq FC","Youness Mankari",27,"Defensive Midfield","Wydad AC","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Ettifaq FC","José Luis Garcés",28,"Centre-Forward","Coimbra","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Ettifaq FC","Yahya Al-Shehri",19,"Attacking Midfield","Al-Ettifaq U23","-","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Ettifaq FC","Prince Tagoe",22,"Centre-Forward","TSG Hoffenheim","free transfer","out","Summer",0,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Ettifaq FC","Mohamad Roubize",23,"Central Midfield","Al-Hazem","?","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Ettifaq FC","Abdullah Al-Dawsari",19,"Right-Back","Al-Hilal","?","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Ettifaq FC","Mohammed Al-Shahrani",28,"Centre-Forward","Al-Nassr","?","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Ettifaq FC","Rashed Al Rahab",25,"Right-Back","Ittihad Club","?","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Ettifaq FC","Mohanad Al Ibrahim",23,"Attack","Al-Karamah SC","?","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Ettifaq FC","Sultan Al-Bargan",26,"Defensive Midfield","Al-Hilal","End of loanJun 30, 2009","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Ettifaq FC","Paulo Sérgio",27,"Defensive Midfield","Coimbra","End of loanJun 30, 2009","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Ettifaq FC","Yaqoub Al-Taher",25,"Right-Back","Kuwait SC","End of loanJun 30, 2009","out","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Fateh SC","Naim Berrabet",31,"Attacking Midfield","Stade Tunisien","€110k","in","Summer",0.11,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Fateh SC","Ahmad Al-Hderme",20,"Attack","Al-Nassr","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Fateh SC","Ramzy Ben Younes",31,"Centre-Back","Olympique Beja","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
"Al-Fateh SC","Mohamad Sharifi",30,"Goalkeeper","Al-Nassr","?","in","Summer",NA,"Saudi Professional League",2009,"2009/2010","Saudi Arabia"
